,entity,tag
54215,Globe,I-ORG
54216,lower,B-PER
54217,year,I-PER
54218,thereLP,B-PER
54219,Harley,I-PER
54220,Thank,B-ORG
54221,Jeffrey,I-ORG
54222,Simpson,I-ORG
54223,shortcomingsBetter,B-PER
54224,late,I-PER
54225,Garth,B-PER
54226,Gilligan,I-PER
54227,Lincoln,B-PER
54228,MacDonald,I-PER
54229,Province,B-PER
54230,Saskatchewan,I-PER
54231,John,B-PER
54232,Canada,I-PER
54233,Sir,B-PER
54234,John,I-PER
54235,millions,B-PER
54236,leak,I-PER
54237,Captin,B-PER
54238,Closet,I-PER
54239,France,B-PER
54240,Yeesh,I-PER
54241,Cameron,B-ORG
54242,Paris,I-ORG
54243,serious,B-ORG
54244,man,I-ORG
54245,Cmon,I-ORG
54246,AfricaCanadaYou,B-PER
54247,Gagnon,I-PER
54248,Fundamentalists,B-MISC
54249,Whos,B-ORG
54250,Sir,I-ORG
54251,John,I-ORG
54252,MacDonald,I-ORG
54253,usual,B-ORG
54254,Jewhaters,I-ORG
54255,young,I-ORG
54256,Harper,B-PER
54257,attend,I-PER
54258,target,B-PER
54259,Harper,I-PER
54260,NATION,B-LOC
54261,President,B-LOC
54262,Obama,I-LOC
54263,United,B-PER
54264,States,I-PER
54265,mean,B-ORG
54266,Steven,I-ORG
54267,Blarney,I-ORG
54268,Hes,B-ORG
54269,mayor,I-ORG
54270,Fort,I-ORG
54271,McMurray,I-ORG
54272,Parliament,B-PER
54273,Hill,I-PER
54274,load,B-ORG
54275,bunk,I-ORG
54276,Gagnon,I-ORG
54277,Charlie,B-ORG
54278,Hebdo,I-ORG
54279,assign,I-ORG
54280,Row,I-ORG
54281,Saudi,B-LOC
54282,march,I-LOC
54283,Obama,B-PER
54284,march,I-PER
54285,Poor,B-ORG
54286,RIGHTIES,I-ORG
54287,TRUTH,I-ORG
54288,John,B-PER
54289,MacDonald,I-PER
54290,tar,B-PER
54291,sand,I-PER
54292,Canada,B-LOC
54293,anywhere,I-LOC
54294,Someones,B-ORG
54295,crush,I-ORG
54296,Harper,I-ORG
54297,Harper,B-ORG
54298,boss,I-ORG
54299,Bibi,I-ORG
54300,vote,B-ORG
54301,Dear,I-ORG
54302,Leader,I-ORG
54303,Paris,I-ORG
54304,BFFAW,B-ORG
54305,Best,I-ORG
54306,Friends,I-ORG
54307,old,B-PER
54308,age,I-PER
54309,ISIL,B-ORG
54310,French,B-PER
54311,law,I-PER
54312,Globe,B-LOC
54313,Charlie,B-ORG
54314,Hebdo,I-ORG
54315,material,I-ORG
54316,Charlie,B-PER
54317,Coulibaly,I-PER
54318,bible,B-PER
54319,Deuteronomy,I-PER
54320,Bin,B-ORG
54321,Laden,I-ORG
54322,Elaborate,I-ORG
54323,ban,B-PER
54324,Regards,I-PER
54325,Charter,B-PER
54326,Rights,I-PER
54327,southern,B-PER
54328,France,I-PER
54329,among,B-PER
54330,Muslims,I-PER
54331,sink,B-PER
54332,kathleen,I-PER
54333,appear,B-PER
54334,Wikileaks,I-PER
54335,LOL,B-ORG
54336,vote,I-ORG
54337,Comment,I-ORG
54338,sense,B-PER
54339,sshhhhhhh,I-PER
54340,backup,B-PER
54341,Earths,I-PER
54342,Canada,B-PER
54343,safe,I-PER
54344,dictatorship,B-PER
54345,ally,I-PER
54346,Ann,B-PER
54347,Coulter,I-PER
54348,Old,B-PER
54349,Testament,I-PER
54350,God,B-LOC
54351,defend,I-LOC
54352,sacred,B-PER
54353,texts,I-PER
54354,August,B-PER
54355,Gaza,I-PER
54356,text,B-PER
54357,Bible,I-PER
54358,mean,B-ORG
54359,spin,I-ORG
54360,Matthew,I-ORG
54361,Auschwitz,B-PER
54362,Palestinians,I-PER
54363,lead,B-PER
54364,example,I-PER
54365,FNs,B-PER
54366,Crown,I-PER
54367,man,B-ORG
54368,youtube,I-ORG
54369,comwatchvLqSqKkESY,I-ORG
54370,AntiChoice,B-LOC
54371,gnomes,I-LOC
54372,Hopefully,B-ORG
54373,approval,I-ORG
54374,October,I-ORG
54375,Way,B-PER
54376,Cons,I-PER
54377,Methotrexate,B-PER
54378,exposure,I-PER
54379,area,B-PER
54380,Canada,I-PER
54381,Alberta,B-ORG
54382,Bumper,I-ORG
54383,Sticker,I-ORG
54384,Norway,B-LOC
54385,Canadians,I-LOC
54386,PST,B-LOC
54387,GST,I-LOC
54388,reason,B-ORG
54389,Alberta,I-ORG
54390,Conservatives,I-ORG
54391,Albertans,I-ORG
54392,monkey,B-ORG
54393,Niels,I-ORG
54394,talk,I-ORG
54395,sales,B-PER
54396,tax,I-PER
54397,King,B-PER
54398,Klein,I-PER
54399,vote,B-PER
54400,Liberal,I-PER
54401,Peter,B-PER
54402,Lougheed,I-PER
54403,Canada,B-LOC
54404,good,I-LOC
54405,Kathleen,B-PER
54406,Wynne,I-PER
54407,sales,B-ORG
54408,tax,I-ORG
54409,sense,I-ORG
54410,sales,B-PER
54411,tax,I-PER
54412,Cons,B-PER
54413,money,I-PER
54414,SUV,B-LOC
54415,lease,I-LOC
54416,Norways,B-LOC
54417,VAT,I-LOC
54418,like,B-PER
54419,oil,I-PER
54420,Margaret,B-PER
54421,Thatcher,I-PER
54422,WOW,B-LOC
54423,TRUE,I-LOC
54424,George,B-LOC
54425,Bush,I-LOC
54426,Simpson,B-PER
54427,Laughable,I-PER
54428,article,B-PER
54429,Jeffery,I-PER
54430,Leonard,B-PER
54431,supporter,I-PER
54432,Victoria,B-PER
54433,November,I-PER
54434,LOL,B-ORG
54435,tks,I-ORG
54436,TWF,I-ORG
54437,Christy,B-ORG
54438,Frank,I-ORG
54439,much,B-PER
54440,sea,I-PER
54441,sum,B-ORG
54442,Harper,I-ORG
54443,Obama,I-ORG
54444,stand,I-ORG
54445,Harper,B-PER
54446,kind,I-PER
54447,Harper,B-ORG
54448,lackeys,I-ORG
54449,meet,B-PER
54450,ally,I-PER
54451,Obama,B-LOC
54452,issue,I-LOC
54453,Doctors,B-PER
54454,moral,I-PER
54455,pay,B-PER
54456,tax,I-PER
54457,money,B-PER
54458,year,I-PER
54459,Nowhere,B-LOC
54460,nation,B-PER
54461,IMHO,I-PER
54462,Milan,B-PER
54463,Somborac,I-PER
54464,DDS,I-PER
54465,year,B-PER
54466,max,I-PER
54467,alone,B-PER
54468,single,I-PER
54469,informal,B-PER
54470,English,I-PER
54471,author,B-PER
54472,Lee,I-PER
54473,Saudi,B-PER
54474,Arabia,I-PER
54475,Harpers,B-PER
54476,oil,I-PER
54477,Coca,B-PER
54478,Cola,I-PER
54479,Wynn,B-LOC
54480,gay,I-LOC
54481,end,B-PER
54482,soon,I-PER
54483,Canadian,B-LOC
54484,tar,I-LOC
54485,sand,I-LOC
54486,leader,B-PER
54487,Libya,I-PER
54488,PROGRESSIVE,B-PER
54489,Gents,I-PER
54490,Saudi,B-LOC
54491,Arabia,I-LOC
54492,sell,B-PER
54493,others,I-PER
54494,Oceania,B-LOC
54495,Eurasia,I-LOC
54496,Saudi,B-PER
54497,Arabia,I-PER
54498,Pierre,B-LOC
54499,Trudeau,I-LOC
54500,Harper,B-PER
54501,Junior,I-PER
54502,Saudi,B-PER
54503,Arabia,I-PER
54504,easy,B-PER
54505,Duplicity,I-PER
54506,Stephen,B-PER
54507,Harper,I-PER
54508,STOP,B-LOC
54509,HARPER,I-LOC
54510,Harper,B-PER
54511,Government,I-PER
54512,Mulroney,B-PER
54513,Principles,I-PER
54514,Steven,B-PER
54515,Harper,I-PER
54516,Middle,B-PER
54517,East,I-PER
54518,USA,B-LOC
54519,China,I-LOC
54520,Simpson,B-LOC
54521,nave,I-LOC
54522,Robert,B-PER
54523,Fisk,I-PER
54524,Harper,B-PER
54525,Baird,I-PER
54526,Jack,B-PER
54527,Bauer,I-PER
54528,Nope,B-PER
54529,BELIEVE,I-PER
54530,Big,B-LOC
54531,deal,I-LOC
54532,intend,B-ORG
54533,phraseThen,I-ORG
54534,Pathetic,B-ORG
54535,liars,I-ORG
54536,lot,I-ORG
54537,Hopefully,B-PER
54538,Globe,I-PER
54539,Americans,B-MISC
54540,Fed,B-LOC
54541,Gov,I-LOC
54542,Liberal,B-PER
54543,Party,I-PER
54544,Alberta,B-LOC
54545,Muslims,B-PER
54546,issue,I-PER
54547,Pretty,B-PER
54548,sad,I-PER
54549,mandate,B-PER
54550,Islam,I-PER
54551,god,B-PER
54552,save,I-PER
54553,sell,B-PER
54554,mall,I-PER
54555,GTA,B-PER
54556,Boards,I-PER
54557,Mens,B-PER
54558,Centre,I-PER
54559,Mens,B-PER
54560,Centre,I-PER
54561,Agree,B-ORG
54562,Pope,I-ORG
54563,Wisdom,I-ORG
54564,Author,I-ORG
54565,online,B-PER
54566,Hardly,I-PER
54567,MPH,B-ORG
54568,home,I-ORG
54569,Billion,I-ORG
54570,lash,B-PER
54571,Unfair,I-PER
54572,PMO,B-LOC
54573,Remember,B-PER
54574,October,I-PER
54575,Joe,B-PER
54576,tax,I-PER
54577,mean,B-PER
54578,way,I-PER
54579,pay,B-PER
54580,pay,I-PER
54581,OVERSUPPLY,B-PER
54582,killer,I-PER
54583,Full,B-PER
54584,stop,I-PER
54585,steal,B-PER
54586,sadly,I-PER
54587,idea,B-PER
54588,tool,I-PER
54589,Leaf,B-PER
54590,Gardens,I-PER
54591,Stealing,B-PER
54592,steal,I-PER
54593,sell,B-PER
54594,estate,I-PER
54595,CONSUME,B-ORG
54596,CONSUME,I-ORG
54597,CONSUME,I-ORG
54598,knuckle,B-ORG
54599,drag,I-ORG
54600,Jack,I-ORG
54601,Renzetti,B-LOC
54602,mention,I-LOC
54603,male,B-PER
54604,handy,I-PER
54605,Arthur,B-LOC
54606,Topham,I-LOC
54607,Alceste,B-PER
54608,advise,I-PER
54609,Bud,B-ORG
54610,Tugley,I-ORG
54611,Canada,I-ORG
54612,Feminist,B-LOC
54613,fantasy,I-LOC
54614,Thought,B-PER
54615,Police,I-PER
54616,time,B-PER
54617,Roger,I-PER
54618,men,B-PER
54619,misandry,I-PER
54620,men,B-PER
54621,Hardly,I-PER
54622,Femisplained,B-PER
54623,Whiner,I-PER
54624,According,B-PER
54625,youve,I-PER
54626,Dentistry,B-PER
54627,informally,I-PER
54628,legal,B-PER
54629,set,I-PER
54630,males,B-PER
54631,Unis,I-PER
54632,Canada,B-LOC
54633,Double,B-LOC
54634,standard,I-LOC
54635,Wow,B-ORG
54636,Ryan,I-ORG
54637,deal,I-ORG
54638,Patricia,B-PER
54639,Forsdyke,I-PER
54640,type,B-PER
54641,IMHO,I-PER
54642,across,B-PER
54643,Canada,I-PER
54644,sprinklers,B-PER
54645,SHAME,I-PER
54646,move,B-PER
54647,money,I-PER
54648,suppose,B-PER
54649,mean,I-PER
54650,mean,B-PER
54651,Wynne,I-PER
54652,ancient,B-PER
54653,Rome,I-PER
54654,Great,B-ORG
54655,quote,I-ORG
54656,Thanks,I-ORG
54657,expense,B-PER
54658,Fools,I-PER
54659,immigrants,B-PER
54660,France,I-PER
54661,Jews,B-ORG
54662,Islam,I-ORG
54663,MeaCulpa,I-ORG
54664,misconstrue,B-PER
54665,Leviticus,I-PER
54666,Huston,B-PER
54667,kind,B-PER
54668,express,I-PER
54669,ridiculous,B-PER
54670,Quickly,I-PER
54671,Jews,B-PER
54672,Canada,I-PER
54673,Seema,B-ORG
54674,aware,I-ORG
54675,alTakiyya,I-ORG
54676,Simple,B-LOC
54677,math,I-LOC
54678,Muslims,B-PER
54679,many,I-PER
54680,keep,B-PER
54681,Lawrence,I-PER
54682,talk,B-PER
54683,Mulcair,I-PER
54684,Saudi,B-PER
54685,Arabia,I-PER
54686,Thanks,B-ORG
54687,Comrade,I-ORG
54688,old,B-ORG
54689,Supertramp,I-ORG
54690,song,I-ORG
54691,Dreamer,I-ORG
54692,whimperIts,B-PER
54693,start,I-PER
54694,sell,B-PER
54695,Harper,I-PER
54696,God,B-PER
54697,like,I-PER
54698,Prime,B-PER
54699,Minister,I-PER
54700,Toronto,B-PER
54701,Star,I-PER
54702,ISIS,B-PER
54703,Guess,I-PER
54704,member,B-PER
54705,CDA,I-PER
54706,Quebec,B-ORG
54707,support,I-ORG
54708,Harper,I-ORG
54709,Housefather,B-PER
54710,Liberals,I-PER
54711,mde,B-PER
54712,gagnon,I-PER
54713,Alberta,B-ORG
54714,poll,I-ORG
54715,Gagnon,I-ORG
54716,Saudi,B-PER
54717,Arabia,I-PER
54718,name,B-PER
54719,Conservatives,I-PER
54720,Boy,B-PER
54721,Blunder,I-PER
54722,Harper,B-PER
54723,Mulcair,I-PER
54724,mean,B-PER
54725,HAH,I-PER
54726,Simpson,B-PER
54727,Conservatives,I-PER
54728,Great,B-ORG
54729,post,I-ORG
54730,Communist,B-PER
54731,Utopia,I-PER
54732,welcome,B-PER
54733,Alberta,I-PER
54734,Liberals,B-MISC
54735,like,B-PER
54736,Ontario,I-PER
54737,Therefore,B-ORG
54738,Board,I-ORG
54739,Steve,I-ORG
54740,NON,B-PER
54741,ISSUE,I-PER
54742,Great,B-PER
54743,Depression,I-PER
54744,name,B-PER
54745,Harper,I-PER
54746,data,B-PER
54747,Links,I-PER
54748,bad,B-PER
54749,Canada,I-PER
54750,guess,B-PER
54751,Loonie,I-PER
54752,wing,B-PER
54753,Liberal,I-PER
54754,Sudbury,B-MISC
54755,smoke,B-PER
54756,Lies,I-PER
54757,PROPAGANDA,B-ORG
54758,FOOLS,I-ORG
54759,Canadians,B-LOC
54760,Harper,I-LOC
54761,Americans,B-MISC
54762,shoot,B-PER
54763,Americans,I-PER
54764,NDP,B-LOC
54765,bigot,B-PER
54766,Zionist,I-PER
54767,vote,B-PER
54768,Trudeau,I-PER
54769,Vote,B-ORG
54770,Dummy,I-ORG
54771,Vote,I-ORG
54772,Harper,B-PER
54773,danger,I-PER
54774,Trudeau,B-PER
54775,Harper,I-PER
54776,KAY,B-ORG
54777,SERAH,I-ORG
54778,Justin,B-PER
54779,Trudeau,I-PER
54780,Albert,B-ORG
54781,Einstein,I-ORG
54782,Wag,B-ORG
54783,Dog,I-ORG
54784,scheme,I-ORG
54785,Harpers,I-ORG
54786,CLOSETNOT,B-LOC
54787,leader,I-LOC
54788,mean,B-PER
54789,Jim,I-PER
54790,yearn,B-ORG
54791,American,I-ORG
54792,way,I-ORG
54793,ISIS,B-ORG
54794,CON,B-LOC
54795,ABCUGH,I-LOC
54796,romp,B-PER
54797,Harper,I-PER
54798,Rob,B-PER
54799,Doug,I-PER
54800,Justin,B-PER
54801,Trudeau,I-PER
54802,Israel,B-PER
54803,Egypt,I-PER
54804,Logic,B-PER
54805,suggest,I-PER
54806,jest,B-ORG
54807,Good,I-ORG
54808,Gaia,I-ORG
54809,Seriously,B-LOC
54810,stuff,I-LOC
54811,analysts,B-PER
54812,Yakabuski,I-PER
54813,Salt,B-PER
54814,ReactorshttpswwwyoutubecomwatchvKvXjHPJjEg,I-PER
54815,Quiet,B-PER
54816,Revolution,I-PER
54817,Stephen,B-PER
54818,Harper,I-PER
54819,John,B-PER
54820,Macdonald,I-PER
54821,play,B-PER
54822,Subban,I-PER
54823,Subban,B-ORG
54824,Quebec,I-ORG
54825,Montreal,B-PER
54826,Interesting,I-PER
54827,supply,B-PER
54828,days,I-PER
54829,Good,B-PER
54830,thing,I-PER
54831,Quebec,I-PER
54832,Lagace,B-PER
54833,Grow,I-PER
54834,Americans,B-MISC
54835,people,B-ORG
54836,vote,I-ORG
54837,Harper,I-ORG
54838,GICs,B-ORG
54839,Good,I-ORG
54840,ways,I-ORG
54841,Benanke,B-PER
54842,sheep,I-PER
54843,many,B-PER
54844,solve,I-PER
54845,Halifax,B-PER
54846,Ottawa,I-PER
54847,Backpages,B-LOC
54848,ads,I-LOC
54849,straight,B-PER
54850,talk,I-PER
54851,South,B-LOC
54852,Wales,I-LOC
54853,Farmers,B-LOC
54854,export,B-PER
54855,Canada,I-PER
54856,North,B-PER
54857,America,I-PER
54858,market,B-PER
54859,sell,I-PER
54860,dairy,B-PER
54861,Canada,I-PER
54862,management,B-PER
54863,Check,I-PER
54864,refer,B-ORG
54865,Canada,I-ORG
54866,Fonterras,I-ORG
54867,monopoly,I-ORG
54868,Supply,B-ORG
54869,Management,I-ORG
54870,Harper,I-ORG
54871,Globe,B-PER
54872,Mail,I-PER
54873,touch,B-ORG
54874,nerve,I-ORG
54875,Arthur,I-ORG
54876,Canada,B-LOC
54877,land,I-LOC
54878,Pundits,B-MISC
54879,dime,B-PER
54880,dozen,I-PER
54881,like,B-PER
54882,Alberta,I-PER
54883,Industry,B-PER
54884,Canada,I-PER
54885,mater,B-PER
54886,Steve,I-PER
54887,Dutch,B-LOC
54888,disease,I-LOC
54889,low,B-PER
54890,CDN,I-PER
54891,Dutch,B-ORG
54892,disease,I-ORG
54893,Canada,I-ORG
54894,Honest,B-ORG
54895,Westerners,I-ORG
54896,Euro,B-LOC
54897,zone,I-LOC
54898,Got,B-ORG
54899,PHD,I-ORG
54900,Stupidomics,I-ORG
54901,spectacularly,B-PER
54902,Guess,I-PER
54903,Good,B-ORG
54904,point,I-ORG
54905,Jack,I-ORG
54906,Avenue,B-PER
54907,Washington,I-PER
54908,Public,B-PER
54909,Service,I-PER
54910,Harper,B-PER
54911,ploy,I-PER
54912,Republicans,B-MISC
54913,add,B-PER
54914,Rushmore,I-PER
54915,Middle,B-PER
54916,East,I-PER
54917,John,B-PER
54918,Baird,I-PER
54919,Trudopes,B-PER
54920,stash,I-PER
54921,excise,B-PER
54922,Canada,I-PER
54923,Obama,B-ORG
54924,Canadian,I-ORG
54925,Harper,I-ORG
54926,Jim,B-LOC
54927,Inhofe,I-LOC
54928,Prime,I-LOC
54929,Minister,I-LOC
54930,Patriot,B-PER
54931,Act,I-PER
54932,SONA,B-ORG
54933,JAIL,I-ORG
54934,Thank,B-PER
54935,Obama,I-PER
54936,Michele,B-LOC
54937,sick,B-PER
54938,man,I-PER
54939,Baird,B-LOC
54940,Kenny,I-LOC
54941,Soviet,B-LOC
54942,Union,I-LOC
54943,Bush,B-PER
54944,Lite,I-PER
54945,mass,B-PER
54946,death,I-PER
54947,Jimmy,B-PER
54948,Carter,I-PER
54949,minions,B-PER
54950,Crown,I-PER
54951,Obamas,B-ORG
54952,legacy,I-ORG
54953,ISIS,I-ORG
54954,pin,B-PER
54955,GWB,I-PER
54956,Quebec,B-ORG
54957,lowest,I-ORG
54958,Canada,I-ORG
54959,Madman,B-PER
54960,Putin,I-PER
54961,Bush,B-PER
54962,Reagan,I-PER
54963,mate,B-PER
54964,Obama,I-PER
54965,Justin,B-PER
54966,Trudeau,I-PER
54967,verifiable,B-PER
54968,stats,I-PER
54969,Great,B-LOC
54970,Unread,I-LOC
54971,post,B-ORG
54972,Government,I-ORG
54973,Canada,I-ORG
54974,like,B-PER
54975,Canada,I-PER
54976,Europe,B-ORG
54977,North,I-ORG
54978,America,I-ORG
54979,good,B-ORG
54980,Step,I-ORG
54981,Direction,I-ORG
54982,keep,B-PER
54983,money,I-PER
54984,Coras,B-LOC
54985,earn,B-PER
54986,MrC,I-PER
54987,Justin,B-ORG
54988,Trudeau,I-ORG
54989,excuse,B-PER
54990,IMHO,I-PER
54991,deny,B-PER
54992,EAMillar,I-PER
54993,Lizzie,B-ORG
54994,Member,I-ORG
54995,Parliament,I-ORG
54996,annually,B-PER
54997,Crown,I-PER
54998,slum,B-PER
54999,Mumbai,I-PER
55000,share,B-PER
55001,Total,I-PER
55002,Preferred,B-PER
55003,share,I-PER
55004,like,B-PER
55005,AlQueda,I-PER
55006,Mohammad,B-LOC
55007,Mosaddeq,I-LOC
55008,Saudi,B-PER
55009,Arabia,I-PER
55010,GDP,B-LOC
55011,Jean,B-PER
55012,Chretien,I-PER
55013,smoke,B-PER
55014,mad,I-PER
55015,slowmoving,B-ORG
55016,sloths,I-ORG
55017,taxis,I-ORG
55018,Sunday,B-PER
55019,January,I-PER
55020,speak,B-PER
55021,English,I-PER
55022,power,B-PER
55023,keep,I-PER
55024,SoHong,B-ORG
55025,Kong,I-ORG
55026,China,I-ORG
55027,twist,B-PER
55028,East,I-PER
55029,Point,B-ORG
55030,article,I-ORG
55031,PhilCrickets,I-ORG
55032,Globe,B-PER
55033,Mail,I-PER
55034,lose,B-ORG
55035,Olivia,I-ORG
55036,Chow,I-ORG
55037,old,B-PER
55038,enemy,I-PER
55039,old,B-PER
55040,old,I-PER
55041,end,B-PER
55042,nose,I-PER
55043,Racism,B-PER
55044,multicultural,I-PER
55045,Constitutional,B-PER
55046,status,I-PER
55047,simply,B-PER
55048,Canadians,I-PER
55049,Progressive,B-PER
55050,indeed,I-PER
55051,role,B-PER
55052,loss,I-PER
55053,Courageous,B-PER
55054,Idiot,I-PER
55055,David,B-PER
55056,Miller,I-PER
55057,ESL,B-ORG
55058,Hilarious,B-PER
55059,Keep,I-PER
55060,double,B-PER
55061,Caplan,I-PER
55062,dropGood,B-LOC
55063,plan,I-LOC
55064,Southern,B-PER
55065,Ontario,I-PER
55066,Toronto,B-ORG
55067,move,I-ORG
55068,somewhere,I-ORG
55069,Keep,B-ORG
55070,study,I-ORG
55071,Downtown,B-PER
55072,Elites,I-PER
55073,Chicago,B-PER
55074,Boston,I-PER
55075,Toronto,B-PER
55076,aspire,I-PER
55077,Houston,I-PER
55078,GTA,B-ORG
55079,move,B-PER
55080,inEnjoy,I-PER
55081,Dallas,B-PER
55082,Houston,I-PER
55083,Hong,B-PER
55084,Kong,I-PER
55085,Baron,B-PER
55086,Salazar,I-PER
55087,YARD,B-ORG
55088,manufacture,B-PER
55089,land,I-PER
55090,agricultural,B-PER
55091,land,I-PER
55092,donors,B-PER
55093,Yep,I-PER
55094,watch,B-PER
55095,Pakistan,I-PER
55096,tax,B-PER
55097,sustainable,I-PER
55098,small,B-PER
55099,town,I-PER
55100,Europe,B-ORG
55101,grow,I-ORG
55102,ROBBED,I-ORG
55103,love,B-PER
55104,ones,I-PER
55105,Toronto,B-PER
55106,Hamilton,I-PER
55107,average,B-PER
55108,Canadians,I-PER
55109,Ive,B-PER
55110,age,I-PER
55111,childThat,B-PER
55112,sum,I-PER
55113,LIKE,B-ORG
55114,Florida,B-PER
55115,style,I-PER
55116,Florida,B-PER
55117,Quack,I-PER
55118,Rob,B-PER
55119,Ford,I-PER
55120,Ontario,B-PER
55121,Alberta,I-PER
55122,sea,B-PER
55123,sea,I-PER
55124,Queens,B-PER
55125,Park,I-PER
55126,Zzzzzzzzzzzz,B-ORG
55127,zzzzzz,I-ORG
55128,list,B-PER
55129,miles,I-PER
55130,Republican,B-LOC
55131,Conservative,I-LOC
55132,monsters,I-LOC
55133,Hes,B-ORG
55134,selftaught,I-ORG
55135,Bob,I-ORG
55136,days,B-PER
55137,Deny,I-PER
55138,Canada,B-LOC
55139,itTo,B-ORG
55140,answer,I-ORG
55141,Probably,I-ORG
55142,Cruz,B-PER
55143,Rubio,I-PER
55144,Typical,B-PER
55145,Shore,I-PER
55146,Happy,B-PER
55147,Life,I-PER
55148,National,B-LOC
55149,Post,I-LOC
55150,Science,B-LOC
55151,hoax,I-LOC
55152,model,B-PER
55153,GCMs,I-PER
55154,plot,B-PER
55155,Big,I-PER
55156,Living,B-LOC
55157,dark,I-LOC
55158,SAVE,B-PER
55159,PLANET,I-PER
55160,loons,B-ORG
55161,like,I-ORG
55162,Republican,I-ORG
55163,loons,I-ORG
55164,okay,B-PER
55165,Shhhh,I-PER
55166,Like,B-ORG
55167,old,I-ORG
55168,news,I-ORG
55169,Congress,B-PER
55170,Senate,I-PER
55171,policies,B-PER
55172,Democrats,I-PER
55173,Good,B-ORG
55174,column,I-ORG
55175,Thank,I-ORG
55176,Sarah,B-PER
55177,stun,I-PER
55178,tool,B-PER
55179,year,I-PER
55180,themselvesJules,B-PER
55181,Boykoff,I-PER
55182,Blood,B-LOC
55183,money,I-LOC
55184,Saudi,B-PER
55185,Arabia,I-PER
55186,side,B-PER
55187,Shiite,I-PER
55188,Crimea,B-PER
55189,expel,I-PER
55190,ICHRDDArel,B-ORG
55191,Braunlook,I-ORG
55192,War,B-LOC
55193,evil,I-LOC
55194,export,B-PER
55195,Ukraine,I-PER
55196,men,B-PER
55197,Baltics,I-PER
55198,As,B-LOC
55199,drop,I-LOC
55200,Whose,B-LOC
55201,idea,I-LOC
55202,Pigeons,B-PER
55203,Park,I-PER
55204,dog,B-PER
55205,China,I-PER
55206,Blue,B-PER
55207,Jay,I-PER
55208,Western,B-LOC
55209,saloon,I-LOC
55210,Norway,B-PER
55211,money,I-PER
55212,Doctor,B-PER
55213,Ontario,I-PER
55214,lobby,B-PER
55215,OMA,I-PER
55216,Time,B-PER
55217,overhaul,I-PER
55218,less,B-PER
55219,safe,I-PER
55220,CAR,B-LOC
55221,Elizabeth,B-ORG
55222,Warren,I-ORG
55223,Ralph,I-ORG
55224,Nader,I-ORG
55225,Middle,B-LOC
55226,East,I-LOC
55227,LOL,B-ORG
55228,good,I-ORG
55229,lose,B-PER
55230,Bush,I-PER
55231,much,B-PER
55232,Monarchy,I-PER
55233,Warren,B-PER
55234,Paul,I-PER
55235,amongst,B-PER
55236,Latinos,I-PER
55237,Plutocracy,B-ORG
55238,Democracy,I-ORG
55239,Elizabeth,B-ORG
55240,Warren,I-ORG
55241,Conservative,B-PER
55242,liar,I-PER
55243,mean,B-PER
55244,sense,I-PER
55245,measure,B-PER
55246,Accept,I-PER
55247,loser,B-ORG
55248,name,I-ORG
55249,Malumba,I-ORG
55250,Free,B-ORG
55251,Chechnya,I-ORG
55252,Government,B-PER
55253,Putin,I-PER
55254,TASS,B-ORG
55255,lie,I-ORG
55256,Nationalism,B-ORG
55257,National,I-ORG
55258,Socialism,I-ORG
55259,Justin,B-PER
55260,Trudeau,I-PER
55261,Great,B-LOC
55262,Unread,I-LOC
55263,Leo,B-PER
55264,Strauss,I-PER
55265,Saudi,B-PER
55266,Arabia,I-PER
55267,side,B-PER
55268,Sunnis,I-PER
55269,move,B-PER
55270,Good,I-PER
55271,Harper,B-LOC
55272,Reformers,I-LOC
55273,Left,B-ORG
55274,Aslan,I-ORG
55275,Guany,I-ORG
55276,Boko,B-ORG
55277,Haram,I-ORG
55278,Hurry,I-ORG
55279,Canadian,B-PER
55280,soil,I-PER
55281,Big,B-PER
55282,Oil,I-PER
55283,Harpers,B-LOC
55284,game,I-LOC
55285,Simpson,B-PER
55286,mark,I-PER
55287,Middle,B-LOC
55288,East,I-LOC
55289,War,B-PER
55290,Closet,I-PER
55291,like,B-PER
55292,kid,I-PER
55293,Albert,B-ORG
55294,Einstein,I-ORG
55295,ISIS,B-ORG
55296,Newfoundland,B-PER
55297,satisfy,I-PER
55298,deal,B-PER
55299,Ottawa,I-PER
55300,Canadians,B-PER
55301,time,I-PER
55302,reason,B-PER
55303,Japanese,I-PER
55304,Quebec,B-LOC
55305,Canada,I-LOC
55306,suis,B-PER
55307,Marois,I-PER
55308,keep,B-PER
55309,mind,I-PER
55310,minute,B-PER
55311,Yikes,I-PER
55312,France,B-ORG
55313,English,I-ORG
55314,Canada,I-ORG
55315,North,B-PER
55316,America,I-PER
55317,Qubec,B-PER
55318,late,I-PER
55319,Canada,B-PER
55320,past,I-PER
55321,Schwann,B-PER
55322,Cells,I-PER
55323,Picktons,B-ORG
55324,Bernardos,I-ORG
55325,Olsens,I-ORG
55326,HWNelson,B-ORG
55327,SJHarper,I-ORG
55328,Stephen,B-PER
55329,Harper,I-PER
55330,Stephen,B-PER
55331,Harper,I-PER
55332,Stephen,B-PER
55333,Harper,I-PER
55334,sell,B-PER
55335,good,I-PER
55336,York,B-ORG
55337,Times,I-ORG
55338,Journal,I-ORG
55339,Pickton,B-LOC
55340,enwikipediaorgwikiDangerousoffender,I-LOC
55341,LOL,B-LOC
55342,later,B-PER
55343,year,I-PER
55344,dark,B-PER
